amount,tx_hour,tx_count_last_hour,avg_amount_last_7d,location_risk_score,is_anomaly,transaction_id
33.03777435857106,5,5,113.0923903908369,0.04922213806268112,0,TXN100000
143.4375009469237,14,5,51.751353623104244,0.12585231848349662,0,TXN100001
52.136529373161224,22,4,81.79437508132698,0.2602690095410402,0,TXN100002
26.186346631577237,15,0,30.395479863138924,0.2589266111617038,0,TXN100003
103.62855810031735,23,5,111.99450211502081,0.25981209613777606,0,TXN100004
36.26150497207738,6,0,79.54897391377133,0.12736223409081793,0,TXN100005
38.72274630604314,23,2,77.73844574888194,0.14405924611156057,0,TXN100006
121.25776985712322,7,3,130.7062181614976,0.03630695115669968,0,TXN100007
1444.0238094389124,2,10,142.39600878921215,0.9844634109991776,1,TXN100008
77.93875268419023,23,2,51.250084747637615,0.20744780978922267,0,TXN100009
122.88608932038832,3,1,162.4842597685037,0.1555041122868858,0,TXN100010
115.80554057753483,4,2,47.496582851980705,0.23910683492414542,0,TXN100011
5.624430814985942,17,3,189.58008392374313,0.22145881935665773,0,TXN100012
21.247848439004308,1,1,192.97135433399387,0.3260143223446118,0,TXN100013
48.13583031901246,13,1,10.337648786607435,0.3672408291701379,0,TXN100014
101.38878904708486,14,2,48.34525876295506,0.3398011371856828,0,TXN100015
65.89526949888301,9,2,133.80727385599607,0.1055608305815059,0,TXN100016
59.41721425578072,20,3,21.411886368977484,0.19942637564662366,0,TXN100017
96.2786105841048,21,2,115.15345127330366,0.28146875199910487,0,TXN100018
101.2970166473232,7,0,88.67720124243205,0.27165505844838794,0,TXN100019
31.096731722420564,9,0,36.24537008785022,0.24166282543068113,0,TXN100020
33.61870182944235,7,3,38.15665794845288,0.10527400856110648,0,TXN100021
44.86060045306404,19,4,76.04613106490126,0.13441563802210876,0,TXN100022
66.08617529183361,0,0,135.47714081171537,0.06774079166575517,0,TXN100023
27.81929276795875,17,3,155.4239991503882,0.42023185161075854,0,TXN100024
135.02284787454474,10,3,64.92579942054309,0.08243018533052578,0,TXN100025
